,IP_Address,Prefix/Suffix_in_Domain,Tiny_URL,@_Symbol,URL_Length,Http/https_in_Domain,Depth_Of_URL,Redirection,Google_Index,WHOIS_Domain,DNS_Record,Registration_Length,Num_of_Dots,Num_of_Hyphens,Num_of_Underscore
10237,0,1,0,0,1,0,8,0,0,0,0,182,2,1,1
7821,0,0,0,0,1,0,0,0,0,0,0,278,2,1,1
5125,0,0,0,0,1,0,1,0,1,0,0,348,2,0,0
1942,0,0,1,0,1,0,5,0,0,0,0,1576,2,2,0
5467,0,0,0,0,0,0,0,0,1,0,0,181,4,0,0
3347,0,0,0,0,0,0,0,0,0,0,0,700,2,0,0
5474,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0
872,0,0,1,0,0,0,3,0,1,0,0,361,2,0,0
1308,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0
6338,0,0,0,0,1,0,5,0,0,0,0,1879,2,6,0
9830,0,0,0,0,1,0,1,0,0,0,0,953,1,7,0
5668,0,1,1,0,0,0,2,0,0,0,0,305,2,1,0
7596,0,0,0,0,0,0,0,0,1,0,0,281,2,0,0
10912,0,1,0,1,1,0,7,0,1,0,0,140,3,1,5
4020,0,0,0,0,0,0,2,0,1,0,0,35,1,0,1
7015,0,1,0,0,0,0,2,0,1,0,0,363,1,1,0
10368,0,0,0,0,0,0,0,0,0,0,0,197,2,0,0
9451,0,1,0,0,1,0,4,0,1,1,0,0,2,1,0
833,1,1,0,0,1,0,5,0,0,0,0,1567,2,5,1
6299,0,0,0,0,0,0,1,0,0,0,0,189,2,0,0
8355,0,0,0,0,0,0,1,0,0,0,0,79,1,0,0
1836,0,0,0,0,1,0,2,0,1,0,0,528,2,0,1
7664,0,0,1,0,0,0,0,0,1,0,0,124,2,0,0
4560,0,1,0,0,1,0,4,0,1,0,0,74,2,3,0
3887,0,0,0,0,0,0,2,0,0,0,0,364,2,0,0
1961,0,0,0,0,1,0,2,0,0,0,0,986,2,2,0
5803,0,0,0,0,0,0,0,0,0,0,0,256,2,0,0
3859,0,0,0,0,0,0,2,0,0,0,0,311,2,1,0
1710,0,0,0,0,1,0,3,0,0,0,0,258,2,4,0
692,1,1,0,0,1,0,7,0,1,0,0,329,4,1,1
1356,0,0,0,0,0,0,2,0,0,0,0,321,2,0,0
485,1,1,0,0,1,0,4,0,1,0,0,181,2,1,0
4265,0,1,0,1,1,0,3,0,1,0,0,23,5,1,0
766,0,0,0,0,1,0,2,0,0,0,0,901,2,0,2
7240,0,0,0,0,0,0,0,0,0,0,0,325,2,0,0
7158,0,0,0,0,0,0,0,0,0,0,0,1049,2,0,0
2667,0,0,0,0,0,0,1,0,0,0,0,251,2,2,0
1026,0,0,0,0,1,0,3,0,0,0,0,589,4,2,0
1045,0,0,0,0,0,0,0,0,0,0,0,1767,2,1,0
3361,0,0,0,0,0,0,0,0,0,0,0,334,2,0,0
5115,0,0,1,0,0,0,0,0,0,0,0,370,2,0,0
11224,0,0,0,0,0,0,0,0,0,0,0,1395,2,0,0
11390,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
8954,1,1,0,0,1,0,2,0,1,0,0,25,4,1,2
1564,0,0,0,0,0,0,0,0,0,0,0,499,3,0,0
7569,0,0,1,1,1,0,1,0,1,0,0,217,5,2,0
5142,0,1,0,0,1,0,2,0,1,0,0,0,2,2,0
4324,0,0,1,0,0,0,0,0,0,0,0,371,2,0,0
4708,0,0,0,0,0,0,1,0,1,0,0,229,2,0,0
4779,0,0,0,0,0,0,0,0,1,0,0,287,2,2,0
1629,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
1829,0,0,0,0,0,0,3,0,1,0,0,730,3,0,0
2641,0,0,0,0,1,0,4,0,0,0,0,1290,2,0,1
9916,0,0,0,0,1,0,1,0,0,0,0,1508,2,0,2
9543,0,1,0,0,1,0,2,0,1,0,0,1685,3,2,0
1469,0,0,0,0,1,0,3,0,0,0,0,2085,2,5,0
11421,0,1,0,0,1,0,3,0,0,0,0,357,2,4,0
3636,0,0,0,0,0,0,1,0,1,0,0,88,2,0,0
7870,0,0,0,0,0,0,2,0,0,0,0,901,2,0,1
2576,0,0,0,0,1,0,2,0,0,0,0,904,2,0,2
9944,0,0,0,0,0,0,1,0,1,0,0,330,3,0,0
626,0,0,0,0,1,0,1,0,0,0,0,490,2,5,0
2419,0,1,0,0,0,0,0,0,0,1,0,0,2,1,0
4567,0,0,0,0,0,0,0,0,0,0,0,14,1,0,0
1981,0,0,1,0,0,0,2,0,0,0,0,221,3,0,0
8618,0,0,0,0,0,0,0,0,0,0,0,233,2,0,0
6043,0,0,0,0,0,0,2,0,0,0,0,900,2,0,1
2000,0,0,0,0,0,0,0,0,1,0,0,54,2,0,0
3533,0,0,0,0,1,0,2,0,1,0,0,68,3,2,0
3882,0,0,1,0,1,0,2,0,0,0,0,2392,2,5,0
9197,0,0,0,0,0,0,0,0,0,0,0,102,2,0,0
2594,0,1,0,0,0,0,2,0,0,0,0,75,1,1,0
6988,0,0,0,0,0,0,0,0,0,0,0,113,2,0,0
4861,0,0,0,0,1,0,4,0,1,0,0,4,3,0,0
4805,0,0,0,0,1,0,2,0,0,0,0,3039,2,4,0
11411,0,0,0,0,1,0,3,0,0,0,0,271,2,4,0
8643,0,0,0,0,1,0,2,0,0,0,0,517,3,0,0
10183,0,0,0,0,0,0,0,0,0,0,0,193,2,0,0
1154,1,0,0,0,1,0,1,0,1,0,0,115,2,3,0
4589,0,0,0,0,1,0,3,0,0,0,0,69,2,0,0
8689,0,0,0,0,0,0,2,0,0,0,0,359,2,0,0
1260,1,1,0,0,1,0,2,0,1,0,0,14,5,1,2
9745,0,0,0,0,1,0,2,0,0,0,0,1522,2,11,0
10802,0,0,0,0,0,0,0,0,0,0,0,26,2,0,0
6071,1,0,0,0,0,0,2,0,1,1,0,0,1,0,0
8635,1,0,0,0,1,0,3,0,1,0,0,77,1,0,0
6506,0,0,0,0,1,0,1,0,0,0,0,918,2,4,0
3835,0,0,0,0,1,0,5,0,1,0,0,406,2,4,1
3491,0,0,0,0,1,0,3,0,0,0,0,128,1,10,0
1811,0,0,0,0,1,0,1,0,1,0,0,1209,2,0,0
6194,0,1,0,0,1,0,8,0,1,0,0,973,3,2,2
4673,1,0,0,0,0,0,2,0,0,0,0,1773,2,1,0
2129,0,0,0,0,0,0,0,0,0,0,0,1048,2,0,0
10328,0,0,0,0,1,0,3,0,0,0,0,745,1,6,0
3127,0,0,0,0,0,0,3,0,0,0,0,2976,2,1,0
9584,0,0,0,0,0,0,0,0,0,0,0,1161,2,0,0
8943,1,1,0,0,1,0,4,0,0,0,0,127,2,1,0
6493,0,0,1,0,1,0,1,0,1,0,0,228,4,3,0
7129,0,0,1,0,1,0,1,1,0,0,0,2974,7,0,1
788,0,0,0,0,0,0,0,0,0,0,0,542,2,0,0
2378,0,0,1,0,0,0,0,0,1,0,0,374,2,0,0
9651,0,0,0,0,0,0,0,0,0,0,0,1976,2,0,0
1766,0,0,0,0,0,0,1,0,0,0,0,2507,2,0,0
176,0,0,0,0,0,0,1,0,1,0,0,265,2,0,0
9919,0,0,0,0,0,0,1,0,0,0,0,315,2,0,0
5422,0,0,0,0,1,0,5,0,1,0,0,117,4,0,0
10348,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0
4938,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
970,1,1,0,0,1,0,4,0,1,0,0,200,7,1,0
10523,0,0,0,0,0,0,1,0,0,0,0,211,2,0,1
5238,0,1,0,0,0,0,2,0,1,0,0,963,1,1,0
3765,0,0,0,0,0,0,1,0,1,0,0,1616,2,0,1
9390,0,0,1,0,0,0,0,0,0,0,0,372,2,0,0
3149,0,0,0,0,0,0,0,0,0,0,0,514,2,0,0
5355,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
3338,1,0,0,0,0,0,1,0,1,0,0,352,1,0,0
10495,1,1,0,0,1,0,5,0,1,0,0,38,14,1,0
474,0,0,0,0,1,0,3,0,0,0,0,1558,2,8,0
10265,0,1,0,0,0,0,1,0,0,0,0,19,1,1,0
6271,0,0,1,0,0,0,0,0,1,0,0,373,2,3,0
2190,0,0,0,0,0,0,0,0,0,0,0,239,2,0,0
4414,0,0,0,0,0,0,0,0,0,0,0,3394,2,0,0
9590,0,0,0,0,0,0,0,0,0,0,0,38,2,0,0
4272,1,1,0,0,1,0,8,0,1,0,0,220,3,1,0
6261,0,0,0,0,1,0,1,0,1,0,0,231,5,0,0
2330,1,0,0,0,1,0,2,0,1,0,0,78,2,0,0
1887,0,0,0,0,0,0,0,0,1,0,0,364,3,0,0
8449,0,0,0,0,0,0,3,0,1,1,0,0,2,0,0
7467,1,1,0,0,1,0,2,0,1,0,0,25,4,1,0
2420,0,0,1,0,1,0,2,0,0,0,0,79,3,4,0
869,0,0,0,0,1,0,6,0,0,0,0,0,2,4,0
5303,0,0,0,0,1,0,3,0,1,0,0,72,1,3,0
9010,1,0,0,0,0,0,1,0,1,1,0,0,2,0,0
7305,1,0,0,0,1,0,2,0,0,0,0,0,2,0,5
535,0,0,0,0,0,0,0,0,0,0,0,314,2,0,0
9775,0,0,0,0,0,0,1,0,0,0,0,352,3,0,0
7716,0,1,1,0,0,0,2,0,1,0,0,124,2,1,0
9272,0,0,0,0,1,0,3,0,1,0,0,127,2,0,1
7423,0,1,0,0,1,0,1,0,1,0,0,227,3,1,2
3137,1,0,0,0,1,0,4,0,1,0,0,196,2,0,0
10562,0,0,0,0,0,0,3,0,0,0,0,147,3,0,0
6141,1,0,0,0,1,0,2,0,1,0,0,298,3,0,0
2312,0,0,0,0,0,0,2,0,0,0,0,902,2,0,0
7585,0,0,0,0,1,0,3,0,0,0,0,3537,3,7,0
2571,0,0,0,0,0,0,0,0,0,0,0,2268,2,0,0
3586,0,0,0,0,1,0,3,0,0,0,0,3328,3,1,0
9099,0,0,0,0,1,0,1,0,0,0,0,612,3,7,0
3863,0,0,0,0,0,0,1,0,1,0,0,212,2,0,1
1776,0,0,0,0,1,0,3,0,1,0,0,1478,2,3,0
9444,1,0,0,0,1,0,3,0,1,0,0,76,1,0,0
3115,0,1,0,0,0,0,1,0,0,0,0,688,2,1,0
2795,0,0,0,0,0,0,0,0,0,0,0,312,3,0,0
10628,0,0,0,0,1,0,4,0,1,0,0,327,3,0,0
7288,0,0,0,0,1,0,4,0,0,0,0,1291,2,0,2
3122,0,0,0,0,1,0,1,0,0,0,0,162,2,0,0
2928,1,0,0,1,1,0,2,1,1,1,1,0,24,0,18
8768,1,0,0,0,1,0,3,0,1,1,1,0,4,0,0
6460,0,0,0,0,0,0,1,0,0,0,0,1036,2,0,0
8804,0,1,0,0,1,0,6,0,1,0,0,0,2,1,0
8389,0,1,0,0,1,0,3,0,1,0,0,110,2,1,0
4898,0,0,0,0,1,0,1,0,0,0,0,24,1,3,0
10916,0,0,0,0,0,0,1,0,0,0,0,2270,2,2,0
10285,0,0,0,0,1,0,3,0,1,0,0,82,3,0,1
9339,0,1,1,0,1,0,0,0,1,0,0,2216,4,1,0
1044,0,0,0,0,1,0,5,0,0,0,0,58,3,0,1
2843,0,0,0,0,0,0,1,0,0,0,0,2506,2,0,0
4688,0,0,0,0,1,0,7,0,0,0,0,1367,3,1,2
10687,1,1,0,0,1,0,5,0,1,0,0,107,4,2,0
1686,0,0,0,0,0,0,0,0,0,0,0,213,2,4,0
2111,0,0,0,0,0,0,0,0,0,0,0,1793,2,0,0
177,0,0,0,0,0,0,3,0,0,1,0,0,3,0,0
10339,0,0,0,0,0,0,0,0,0,0,0,2357,2,0,0
5499,0,0,0,0,1,0,3,0,0,0,0,122,2,6,0
3014,0,0,0,0,0,0,2,0,1,0,0,2697,2,0,0
11028,0,1,0,0,0,0,2,0,1,0,0,339,2,1,1
10712,0,0,1,0,0,0,0,0,1,0,0,373,2,0,0
8595,0,0,1,0,1,0,3,0,0,0,0,60,2,3,0
11312,0,0,0,0,0,0,2,0,0,0,0,84,2,0,0
3449,1,0,0,0,1,0,3,0,1,0,0,246,1,0,0
7333,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0
6422,0,0,0,0,0,0,1,0,0,0,0,283,1,3,0
10609,0,0,0,0,1,0,7,0,1,0,0,285,4,0,0
4289,0,0,0,0,1,0,1,0,1,0,0,77,3,6,0
520,0,1,0,0,0,0,0,0,1,0,0,169,2,1,0
4386,1,0,0,0,0,0,1,0,0,0,0,1260,2,0,0
8963,1,0,0,0,1,0,4,0,1,0,0,266,3,0,0
9013,0,0,1,0,0,0,0,0,1,0,0,230,4,2,0
8548,0,0,0,0,0,0,2,0,1,1,0,0,2,0,0
11026,0,0,0,0,0,0,1,0,1,0,0,64,1,0,0
427,0,0,1,0,1,0,5,0,1,0,0,185,5,11,0
7440,1,1,0,0,1,0,1,0,1,0,0,350,3,1,0
10037,0,0,0,0,0,0,1,0,0,0,0,3176,2,2,0
4954,0,0,0,0,0,0,0,0,0,0,0,215,2,0,0
8759,0,0,0,0,0,0,0,0,0,0,0,1516,2,0,0
5382,0,0,0,0,0,0,0,0,0,0,0,144,1,0,0
3213,1,0,0,0,1,0,4,0,1,1,1,0,5,2,0
9896,0,0,0,0,1,0,4,0,0,0,0,213,2,3,0
10690,1,1,0,0,0,0,2,0,1,0,0,334,2,1,0
5293,0,0,0,0,0,0,0,0,0,0,0,306,2,0,0
1805,0,0,0,0,1,0,2,0,0,0,0,3253,2,0,0
6010,0,0,0,0,0,0,2,0,0,0,0,198,2,0,1
5245,1,0,0,0,1,0,3,0,1,0,0,76,2,0,0
5151,0,0,0,0,0,0,1,0,1,1,0,0,2,0,0
2998,0,0,0,0,0,0,0,0,1,0,0,335,1,0,0
7594,0,1,0,0,0,0,2,0,1,0,0,269,2,1,0
2601,0,0,0,0,1,0,2,0,1,0,0,952,3,0,0
6444,0,0,0,0,1,0,1,0,0,0,0,227,2,0,0
4929,0,0,0,0,0,0,0,0,0,0,0,1559,2,0,0
2626,0,0,0,0,0,0,1,0,1,0,0,367,4,0,0
191,0,0,0,0,1,0,1,0,1,0,0,162,4,0,0
9230,0,1,0,0,0,0,2,0,0,0,0,218,2,1,0
6917,0,0,0,0,1,0,2,0,0,0,0,347,2,4,0
11193,0,0,0,0,0,0,3,0,1,0,0,327,3,0,0
7327,1,1,0,0,1,0,2,0,1,0,0,25,4,1,2
1478,0,0,0,0,0,0,3,0,1,1,0,0,2,0,0
4578,0,1,0,0,0,0,0,0,0,0,0,79,2,1,0
961,0,0,0,0,0,0,0,0,1,0,0,84,2,1,0
10707,0,0,0,0,0,0,1,0,0,0,0,489,2,3,0
7114,0,0,1,0,0,0,0,0,0,0,0,373,2,0,0
9947,0,0,1,0,0,0,0,0,0,0,0,372,2,0,0
7378,0,1,1,0,1,0,2,0,1,0,0,3470,2,1,0
7877,0,1,0,0,1,0,7,0,0,0,0,256,1,1,2
8984,0,0,0,0,0,0,1,0,1,0,0,373,1,0,0
1627,1,0,0,0,1,0,6,0,1,0,0,173,4,0,1
6118,0,0,1,0,0,0,3,0,1,0,0,361,2,0,0
2016,0,0,0,0,1,0,1,0,0,0,0,212,3,0,0
10222,0,0,1,0,0,0,3,0,1,0,0,372,3,0,0
8714,0,0,0,0,0,0,2,0,0,0,0,497,3,0,0
0,0,0,0,1,1,0,1,0,1,0,0,217,4,0,0
491,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0
2179,0,0,0,0,1,0,1,0,0,0,0,2670,1,4,0
5114,0,0,0,0,0,0,1,0,1,0,0,362,3,0,2
9850,0,1,0,0,1,0,2,0,1,0,0,353,3,2,1
2717,0,1,0,0,1,0,2,0,1,0,0,240,2,2,0
10427,1,0,0,0,1,0,2,0,1,0,0,14,5,0,2
10740,0,0,0,0,0,0,0,0,0,0,0,40,2,0,0
11295,1,0,0,0,1,0,1,0,1,0,0,0,2,0,0
3077,0,0,0,0,0,0,1,0,0,0,0,1421,2,3,0
1745,0,0,0,0,0,0,0,0,0,0,0,128,1,0,0
7150,0,0,1,0,0,0,0,0,1,0,0,374,2,0,0
10275,1,0,0,0,1,0,7,0,1,0,0,948,5,2,0
5042,0,0,0,0,0,0,1,0,0,0,0,55,3,0,0
6300,0,0,0,0,0,0,0,0,0,0,0,337,2,0,0
5310,0,0,0,0,0,0,0,0,0,0,0,288,2,0,0
10617,0,0,0,0,0,0,1,0,0,0,0,180,1,0,0
10429,0,0,0,0,0,0,2,0,1,0,0,307,2,0,0
9172,0,0,0,0,1,0,3,0,1,0,0,216,3,1,0
1479,0,0,0,0,0,0,0,0,0,0,0,2642,2,0,0
9154,0,0,0,0,0,0,1,0,0,0,0,267,3,0,1
8750,1,0,0,0,1,0,4,0,1,0,0,1547,2,0,0
10524,1,1,0,0,1,0,2,0,1,0,0,15,4,1,2
4844,0,0,0,0,0,0,1,0,1,0,0,183,1,0,0
9576,0,0,0,0,0,0,1,0,0,0,0,3621,1,3,0
7722,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
11162,1,0,0,0,1,0,6,0,1,1,1,0,3,0,0
4368,0,0,0,0,0,0,0,0,0,0,0,2209,2,0,0
5619,1,0,0,0,1,0,4,0,1,0,0,246,4,0,2
2857,1,1,0,0,1,0,6,0,1,0,0,352,2,2,0
393,0,0,0,0,0,0,0,0,0,0,0,623,2,0,0
5205,0,1,0,0,1,0,2,0,1,0,0,568,2,1,3
4994,0,1,1,0,1,0,5,0,1,0,0,381,2,3,4
8755,0,0,1,0,0,0,0,0,1,0,0,374,2,0,0
4241,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
578,0,0,0,0,0,0,1,0,0,0,0,331,3,3,0
7969,0,0,0,0,0,0,2,0,0,0,0,901,2,0,2
1014,1,1,0,0,1,0,4,0,1,0,0,655,5,1,0
10465,0,0,1,0,1,0,1,0,1,0,0,228,4,3,0
6247,0,0,0,0,0,0,2,0,1,0,0,204,3,0,0
2582,0,0,0,0,1,0,3,0,1,0,0,26,3,1,1
2115,0,0,1,0,0,0,0,0,1,0,0,374,2,0,0
9111,0,1,0,0,0,0,2,0,1,0,0,200,2,1,0
3247,0,0,0,0,0,0,2,0,1,0,0,35,1,0,0
10400,0,1,0,1,1,0,7,0,1,0,0,139,4,1,0
2953,0,0,0,0,0,0,0,0,0,0,0,248,2,0,0
9926,0,0,0,0,1,0,6,0,1,0,0,72,2,0,5
6481,1,1,0,0,1,0,3,0,1,0,0,146,4,3,1
3508,0,0,1,0,1,0,1,0,1,0,0,231,5,0,0
7133,0,0,1,0,1,0,1,0,1,0,0,218,5,2,0
11035,0,0,0,0,1,0,5,0,1,0,0,217,2,0,0
4070,1,1,0,0,1,0,4,0,1,0,0,0,1,1,0
9204,0,0,1,0,0,0,1,0,1,0,0,231,5,0,0
5964,1,0,0,0,0,0,0,0,1,0,0,1049,3,0,0
1047,0,0,1,0,0,0,0,0,1,0,0,374,2,0,0
723,0,0,0,0,0,0,0,0,1,0,0,363,2,0,0
6825,0,0,0,0,0,0,2,0,0,0,0,905,2,0,3
9941,0,1,0,0,1,0,3,0,1,0,0,53,3,1,0
7884,0,0,0,0,0,0,0,0,1,0,0,1705,2,0,0
9529,0,0,0,0,1,0,1,0,0,0,0,182,2,4,0
5984,0,1,0,0,0,0,1,0,0,0,0,219,3,1,0
4105,0,0,1,0,0,0,2,0,0,0,0,132,2,1,0
9602,0,0,0,0,1,0,1,0,0,0,0,275,3,4,0
7715,0,0,0,0,1,0,1,0,0,0,0,952,1,4,0
10001,0,0,0,0,1,0,2,0,1,0,0,178,3,0,0
4084,0,0,0,0,0,0,3,0,1,0,0,85,2,0,0
10654,0,1,0,0,0,0,0,0,0,0,0,167,2,1,0
3627,0,1,0,0,1,0,5,0,1,0,0,177,3,2,0
3084,0,0,0,0,1,0,2,0,0,0,0,335,2,5,0
8824,0,1,0,0,0,0,0,0,1,1,0,0,2,1,0
3660,0,0,0,0,0,0,1,0,1,0,0,2940,3,0,0
139,0,0,0,0,1,0,2,0,1,1,0,0,4,0,0
8065,0,1,0,0,1,0,4,0,1,0,0,0,4,2,0
10485,0,1,0,0,0,0,0,0,0,0,0,230,2,1,0
6812,0,0,0,0,0,0,0,0,0,0,0,67,2,0,0
10378,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0
8021,0,0,0,0,0,0,1,0,0,0,0,48,3,1,1
8130,0,0,0,0,1,0,4,0,1,0,0,516,4,0,0
6907,0,0,0,0,0,0,3,0,1,0,0,180,3,0,0
2768,0,0,0,0,0,0,1,0,1,0,0,197,6,0,0
1729,0,0,0,0,0,0,1,0,1,0,0,122,2,0,0
10998,0,0,0,0,0,0,0,0,0,0,0,36,2,2,0
7840,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0
2381,0,0,1,0,1,0,4,0,1,0,0,228,4,2,0
93,1,1,0,0,1,0,0,0,1,0,0,288,4,1,0
7163,0,1,0,0,0,0,3,0,1,1,0,0,1,1,0
327,0,0,0,0,0,0,2,0,0,0,0,602,2,0,1
4338,0,0,0,0,1,0,2,0,0,0,0,65,2,0,0
10735,0,0,0,0,1,0,6,0,1,0,0,299,1,0,1
5084,1,1,0,0,1,0,7,0,1,0,0,145,2,1,0
10468,1,1,0,0,1,0,2,0,1,0,0,25,4,1,2
2677,0,0,0,0,0,0,2,0,0,0,0,901,2,0,0
8794,0,0,1,0,0,0,0,0,1,0,0,770,2,0,0
8225,1,1,0,0,1,0,6,0,1,1,0,-1,2,2,2
579,0,0,0,0,0,0,0,0,0,0,0,339,2,0,0
5132,0,0,0,0,0,0,2,0,1,0,0,92,2,0,0
1172,0,0,0,0,0,0,1,0,1,0,0,2430,2,0,0
2847,0,0,0,0,0,0,2,0,0,0,0,429,2,1,0
1635,0,0,1,1,1,0,1,0,1,0,0,217,6,2,0
3015,1,0,0,0,1,0,1,0,1,0,0,346,2,1,0
8741,0,1,0,0,1,0,3,0,1,0,0,74,2,1,0
10116,0,0,1,0,1,0,4,0,1,0,0,251,2,0,1
10106,1,0,0,0,1,0,3,0,1,0,0,10,5,0,0
11310,0,0,0,0,0,0,1,0,1,0,0,69,2,1,0
5210,0,0,0,0,1,0,2,0,1,0,0,146,2,0,1
5650,0,0,0,0,0,0,0,0,0,0,0,249,2,0,0
4702,0,0,0,0,0,0,0,0,0,0,0,341,1,0,0
2794,0,0,0,0,0,0,1,0,0,0,0,41,2,0,0
633,0,0,0,0,1,0,2,0,0,0,0,990,2,3,0
4190,0,1,0,0,1,0,3,0,1,0,0,26,1,1,0
6462,0,1,0,0,1,0,3,0,0,0,0,152,2,5,0
8662,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
9178,0,1,0,0,0,0,4,0,1,0,0,315,1,2,0
11321,1,0,0,0,1,0,4,0,1,0,0,559,1,0,0
3731,0,1,0,0,1,0,4,0,1,0,0,340,3,4,1
10882,0,0,0,0,0,0,1,0,1,0,0,316,3,0,0
1258,0,1,0,0,1,0,3,0,0,0,0,0,2,3,0
6529,0,0,0,0,0,0,1,0,0,0,0,453,2,0,0
10971,0,1,0,0,0,0,0,0,0,0,0,0,2,1,0
4336,0,0,0,0,0,0,0,0,0,0,0,321,2,1,0
127,0,0,1,0,0,0,0,0,1,0,0,374,2,0,0
4136,0,0,0,0,1,0,6,0,1,0,0,343,2,0,0
6850,0,1,0,0,0,0,2,0,0,0,0,694,2,1,0
902,1,0,0,0,1,0,1,0,1,0,0,1050,2,0,0
450,0,0,0,0,1,0,2,0,1,1,0,0,3,1,3
2864,0,0,0,0,0,0,2,0,1,0,0,226,3,0,0
8362,0,1,0,0,0,0,4,0,1,0,0,273,2,1,0
9904,0,0,0,0,0,0,1,0,1,0,0,341,2,0,0
931,1,1,0,0,1,0,4,0,1,0,0,216,6,2,3
4133,0,0,1,0,0,0,1,0,1,0,0,228,5,0,0
7919,0,1,0,0,0,0,1,0,0,0,0,279,2,1,0
8095,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0
9493,0,0,0,0,0,0,0,0,0,0,0,1658,2,0,0
1215,0,0,1,0,0,0,0,0,0,0,0,372,2,0,0
1792,0,0,0,0,1,0,3,0,1,0,0,177,2,0,1
6105,0,0,0,0,0,0,2,0,1,0,0,335,2,0,0
9367,0,0,0,0,0,0,1,0,0,0,0,1542,3,0,0
2701,0,1,0,0,1,0,5,0,1,0,0,2974,2,1,2
5942,0,0,0,0,0,0,2,0,1,0,0,50,3,2,0
8455,0,0,1,1,1,0,1,0,1,0,0,217,5,0,0
5573,0,1,0,0,0,0,1,0,1,0,0,374,3,1,0
4662,0,0,0,0,0,0,2,0,0,0,0,635,2,0,0
5184,0,0,0,0,0,0,1,0,1,0,0,444,2,1,0
1352,0,1,0,0,1,0,2,0,1,0,0,324,2,1,0
6320,0,0,0,0,1,0,5,0,0,0,0,126,1,10,0
5425,0,0,0,0,1,0,1,0,0,0,0,1972,3,3,0
2054,1,1,0,0,1,0,1,0,1,0,0,277,5,1,0
1708,0,0,0,0,0,0,2,0,0,0,0,0,3,0,0
11270,0,0,0,0,0,0,0,0,0,0,0,1556,1,0,0
5663,0,0,0,0,0,0,1,0,0,0,0,353,3,1,0
104,0,1,0,0,1,0,2,0,1,0,0,683,2,3,0
5863,0,0,0,0,0,0,1,0,1,0,0,644,3,0,0
7481,0,0,0,0,0,0,2,0,0,0,0,124,2,0,0
1796,0,0,0,0,1,0,1,0,0,0,0,2974,2,2,0
3130,0,0,0,0,1,0,1,0,1,0,0,142,5,0,0
848,0,0,0,0,0,0,1,0,0,0,0,3454,3,0,0
3175,0,0,0,0,1,0,1,0,0,0,0,181,1,5,0
9141,0,0,0,0,1,0,2,0,0,0,1,731,2,3,0
9227,0,1,0,0,0,0,3,0,1,0,0,121,2,1,0
3398,0,0,0,0,0,0,1,0,1,0,0,122,3,0,0
8880,1,0,0,0,1,0,2,0,1,0,0,254,1,0,0
11222,0,0,0,0,0,0,1,0,1,0,0,292,2,0,0
11158,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
2411,0,0,1,0,0,0,0,0,1,0,0,374,2,0,0
8170,0,0,0,0,0,0,3,0,1,1,0,0,2,0,0
715,0,1,0,0,1,0,3,0,1,0,0,1266,2,6,0
3092,0,0,0,0,0,0,2,0,1,0,0,136,2,0,1
2261,1,0,0,0,1,0,3,0,1,0,0,76,2,0,0
10596,0,0,0,0,1,0,1,0,1,0,0,644,2,0,0
8467,0,0,0,0,0,0,1,0,0,0,0,329,1,0,0
4516,0,0,0,0,1,0,1,1,1,0,0,482,22,0,11
10637,0,1,0,0,0,0,2,0,1,0,0,339,3,1,0
1365,0,0,0,0,0,0,1,0,0,0,0,93,2,0,0
4716,0,0,0,0,0,0,0,0,0,0,0,2373,2,0,0
1144,1,0,0,0,1,0,1,0,0,0,0,333,3,1,2
3611,1,0,0,0,0,0,1,0,1,0,0,274,2,0,0
10966,0,0,1,0,0,0,1,0,1,0,0,0,1,2,0
5138,0,0,0,0,0,0,2,0,0,0,0,1269,3,0,1
2478,0,0,0,0,0,0,1,0,0,0,0,25,2,0,0
11186,1,0,0,0,1,0,0,0,0,0,0,157,2,0,0
4413,0,0,0,0,1,0,2,0,0,0,0,0,1,6,0
10970,0,0,0,0,0,0,1,0,0,0,0,262,2,2,0
2992,0,0,0,0,0,0,2,0,1,0,0,1339,2,0,0
10124,0,0,0,0,0,0,0,0,0,0,0,238,2,0,0
7568,0,0,0,0,0,0,1,0,1,0,0,538,1,0,0
993,1,0,0,0,1,0,4,0,0,0,0,2973,2,2,2
6536,0,0,0,0,1,0,1,0,0,0,0,2804,2,0,0
6377,1,0,1,0,1,0,3,0,1,0,0,349,5,24,7
4183,0,1,0,0,1,0,5,0,1,0,0,464,4,1,0
4707,0,0,1,0,0,0,0,0,0,0,0,957,2,0,0
9346,0,0,0,1,1,0,4,0,1,0,0,75,4,0,1
