,IP_Address,Prefix/Suffix_in_Domain,Tiny_URL,@_Symbol,URL_Length,Http/https_in_Domain,Depth_Of_URL,Redirection,Google_Index,WHOIS_Domain,DNS_Record,Registration_Length,Num_of_Dots,Num_of_Hyphens,Num_of_Underscore
6074,0,0,0,0,0,0,0,0,0,0,0,52,1,0,0
7802,0,0,0,0,0,0,2,0,1,0,0,0,2,1,0
4803,0,0,0,0,0,0,0,0,0,0,0,90,2,0,0
4523,1,0,0,0,1,0,1,0,0,0,0,158,2,0,0
3180,0,0,0,0,0,0,2,0,1,0,0,108,2,0,1
3318,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0
6760,0,0,0,0,0,0,2,0,1,0,0,19,2,0,0
11147,1,0,0,0,1,0,2,0,0,0,0,271,3,0,0
10526,0,0,0,0,0,0,2,0,0,0,0,167,2,1,0
612,0,1,0,0,1,0,5,0,1,0,0,113,1,2,0
5051,0,0,0,0,0,0,0,0,1,0,0,291,2,2,0
10139,1,0,0,0,1,0,1,0,0,0,0,224,1,6,0
1431,0,0,0,0,0,0,0,0,0,0,0,226,2,0,0
9379,0,0,0,0,1,0,3,0,0,0,0,322,2,13,0
9820,0,0,1,0,1,0,0,0,1,0,0,584,3,4,0
8936,0,0,0,0,0,0,0,0,0,0,0,2602,2,0,0
4282,0,0,0,0,0,0,3,0,1,0,1,335,1,0,0
1143,0,0,0,0,0,0,2,0,1,0,0,335,2,0,0
11106,0,0,0,0,0,0,0,0,0,0,0,126,2,0,0
6140,0,0,0,0,1,0,4,0,1,1,0,0,2,1,1
1371,0,0,0,0,0,0,0,0,0,0,0,115,1,0,0
1964,0,0,0,0,0,0,2,0,0,1,0,0,1,0,0
6042,0,0,0,0,0,0,0,0,0,0,0,242,2,0,0
6564,1,0,0,0,0,0,3,0,1,0,0,146,3,0,0
9772,0,0,0,0,0,0,1,0,0,0,0,3483,3,0,0
5465,0,0,0,0,0,0,1,0,0,0,0,333,1,0,0
4259,0,0,0,0,0,0,2,0,1,0,0,54,3,2,0
604,0,1,1,0,0,0,1,0,0,0,0,171,2,1,0
10421,0,0,0,0,0,0,0,0,0,0,0,12,2,0,0
3940,0,1,0,0,0,0,2,0,1,0,0,254,2,1,0
6976,0,0,0,0,1,0,1,0,0,0,0,135,2,4,0
7474,0,0,0,0,0,0,3,0,1,0,0,148,3,0,0
5277,0,0,0,0,1,0,7,0,1,0,0,315,2,0,0
3776,0,0,0,0,1,0,1,0,0,0,0,486,2,4,0
133,0,1,0,0,1,0,2,0,1,0,0,0,2,2,0
2055,0,0,0,0,0,0,3,0,1,0,0,150,3,0,0
6433,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
9310,0,1,0,0,0,0,2,0,0,0,0,541,1,3,0
1772,0,0,0,0,1,0,6,0,1,0,0,299,1,0,1
1651,0,0,0,0,1,0,7,0,1,0,0,53,2,2,0
3651,1,1,0,0,1,0,8,0,1,0,0,0,3,1,0
9671,0,0,0,0,0,0,0,0,0,0,0,169,2,0,0
9578,1,0,0,0,1,0,1,0,1,0,0,34,2,0,0
3722,0,0,0,0,0,0,2,0,0,0,0,307,1,0,0
1597,1,0,0,0,1,0,5,0,0,0,0,0,4,7,0
8847,0,0,0,0,0,0,0,0,0,0,0,87,1,0,0
5938,1,0,0,0,1,0,2,0,1,0,0,343,3,0,0
694,0,0,0,0,1,0,1,0,0,0,0,404,3,3,0
3457,0,0,0,0,1,0,5,0,1,0,0,183,3,3,0
4748,0,0,0,0,0,0,1,0,1,0,0,71,1,2,0
7484,0,0,0,0,1,0,1,0,1,0,0,2382,5,0,0
9191,0,0,0,0,1,0,1,0,1,0,0,2381,5,0,0
6872,0,1,0,0,0,0,0,0,0,0,0,1019,2,1,0
8022,0,0,0,0,0,0,1,0,1,0,0,122,2,0,0
9854,0,0,1,0,1,0,1,0,1,0,0,228,4,3,0
625,0,0,0,0,0,0,0,0,1,0,0,1048,2,0,2
8929,1,1,0,0,0,0,0,0,1,0,0,1767,3,1,0
3100,0,0,0,0,0,0,2,0,1,0,0,288,4,0,0
8515,0,0,0,0,0,0,1,0,1,0,0,134,2,0,0
998,0,1,0,0,0,0,0,0,0,0,0,216,2,1,0
7389,0,0,0,0,1,0,2,0,1,0,0,220,3,0,1
7214,0,0,0,0,0,0,2,0,0,0,0,902,2,0,0
8964,0,0,0,0,1,0,4,0,1,0,0,1078,3,0,0
2967,1,0,1,0,0,0,0,0,1,0,0,373,2,0,0
10696,0,0,0,0,0,0,0,0,0,0,0,609,2,0,0
9205,1,1,0,0,1,0,2,0,1,0,0,14,5,1,0
1563,0,0,0,0,0,0,3,0,0,0,0,3482,3,0,0
7051,0,1,0,0,0,0,2,0,1,1,0,0,1,2,0
6076,0,1,0,0,1,0,5,0,1,0,0,650,2,3,0
8376,0,1,0,0,1,0,1,0,0,0,0,295,3,6,0
8742,0,0,0,0,0,0,0,0,0,0,0,346,2,0,0
1602,0,0,0,0,0,0,3,0,1,0,0,139,1,0,1
5601,0,0,1,0,0,0,0,0,0,0,0,372,2,0,0
3630,0,0,0,0,0,0,1,0,1,0,0,2430,2,0,0
8391,0,0,1,0,0,0,0,0,0,0,0,373,2,0,0
2735,0,0,1,0,1,0,4,0,1,0,0,228,4,0,0
3668,0,0,0,0,0,0,0,0,0,0,0,106,4,0,0
809,0,1,0,0,1,0,4,0,1,0,0,60,1,2,0
7875,0,0,0,0,0,0,1,0,1,0,0,2430,2,0,0
172,0,0,0,0,0,0,0,0,0,0,0,316,2,0,0
5190,0,0,0,0,0,0,0,0,1,1,0,0,2,3,0
3616,0,0,0,0,0,0,0,0,0,0,0,39,2,0,0
7284,0,1,0,1,1,0,1,0,1,0,0,112,4,1,0
8717,0,1,0,0,0,0,2,0,1,0,0,288,2,1,1
10492,0,1,0,0,0,0,2,0,1,0,0,542,1,4,0
507,0,0,0,0,0,0,2,0,0,0,0,304,2,0,0
3854,0,0,0,0,0,0,0,0,0,0,0,226,2,0,0
880,1,0,0,0,1,0,2,0,1,0,0,0,3,0,0
1645,1,1,0,0,0,0,3,0,1,0,0,225,2,1,0
901,0,0,0,0,0,0,1,0,0,0,0,476,2,0,0
8015,0,0,0,0,0,0,0,0,0,0,0,40,3,0,0
3155,0,0,0,0,1,0,2,0,1,0,0,200,3,0,10
9059,0,1,0,0,0,0,3,0,1,0,0,65,2,1,0
717,0,1,0,0,0,0,0,0,1,0,0,363,1,1,0
7251,1,0,0,0,1,0,4,0,1,1,0,0,2,0,2
582,1,0,0,0,1,0,3,0,0,0,0,191,1,3,0
10558,0,0,0,0,0,0,0,0,0,0,0,167,2,0,0
7790,0,0,0,0,0,0,2,0,0,0,0,2080,2,0,1
4302,0,1,1,0,1,0,5,0,1,0,0,381,2,1,3
7462,0,0,0,0,0,0,1,0,0,0,0,313,3,0,0
3366,0,0,0,0,0,0,1,0,0,0,0,247,1,2,0
6908,0,0,0,0,0,0,0,0,0,0,0,206,2,0,0
1900,0,0,0,0,0,0,0,0,0,0,0,752,2,0,0
3431,0,1,0,0,1,0,4,0,0,0,0,1632,1,11,0
8569,0,0,0,0,1,0,3,0,1,0,0,335,3,0,0
2570,0,0,0,0,1,0,1,0,0,0,0,369,3,3,0
976,0,0,0,0,0,0,0,0,0,0,0,139,2,0,0
1886,0,0,0,0,0,0,0,0,0,0,0,586,2,0,0
1899,0,0,0,0,0,0,0,0,1,0,0,277,5,0,0
8580,0,0,0,0,0,0,2,0,0,0,0,-1,2,0,0
10572,0,0,0,0,1,0,2,0,1,0,0,168,2,0,3
3637,1,0,0,0,1,0,1,0,1,0,0,167,3,4,2
10502,0,0,1,0,0,0,0,0,0,0,0,-1,2,0,0
1096,0,1,0,0,0,0,2,0,0,0,0,201,2,1,0
7847,0,0,1,0,0,0,0,0,0,0,0,524,2,0,0
9594,0,0,0,0,0,0,0,0,0,0,0,1399,2,0,0
1108,0,0,0,1,1,0,1,0,0,0,0,91,4,0,0
4852,0,0,0,0,0,0,4,0,0,0,0,242,2,0,1
235,1,1,0,0,1,0,7,0,1,0,0,145,1,1,0
10477,0,0,0,0,0,0,2,0,1,0,0,324,2,0,0
2156,0,0,0,0,0,0,0,0,0,0,0,1751,1,0,0
955,0,0,0,0,1,0,4,0,0,0,0,244,3,0,0
4734,0,0,0,0,1,0,2,0,0,0,0,1784,2,4,0
5004,1,1,0,0,1,0,2,0,1,0,0,25,4,1,2
8412,0,0,0,0,0,0,2,0,1,1,0,901,3,0,1
43,0,0,1,0,0,0,0,0,1,0,0,373,2,0,0
7567,1,1,0,0,1,0,4,0,1,0,0,209,3,2,0
8137,0,0,0,0,0,0,2,0,0,0,0,298,2,1,0
8272,0,0,0,0,0,0,1,0,1,1,0,0,2,0,0
6987,0,0,0,0,1,0,1,0,1,0,0,952,4,0,0
8799,0,1,0,1,1,0,3,0,1,0,0,85,2,1,0
6211,0,0,0,0,0,0,0,0,0,0,0,353,2,0,0
1404,0,1,0,0,1,0,4,0,1,0,0,216,3,1,0
6504,0,1,0,0,0,0,1,0,1,0,0,393,3,1,0
10187,1,0,0,0,0,0,2,0,1,1,1,0,4,0,0
230,0,0,0,0,1,0,2,0,0,0,0,377,3,5,0
4732,0,0,1,0,1,0,2,0,0,0,0,130,2,1,0
8432,0,0,0,0,0,0,2,0,0,0,0,135,1,0,0
7899,0,0,0,0,0,0,0,0,0,0,0,256,2,0,0
8846,0,0,0,0,1,0,1,0,1,0,0,43,3,2,0
11266,0,0,0,0,1,0,3,0,1,0,0,965,2,0,0
10219,1,1,0,0,1,0,3,0,1,0,0,43,2,2,0
9955,0,0,0,0,1,0,1,0,1,0,0,644,3,0,0
11391,0,0,0,0,0,0,2,0,1,0,0,670,2,0,0
1363,0,1,0,1,1,0,4,0,1,0,0,406,3,1,0
2368,0,0,0,0,0,0,0,0,0,0,0,131,2,0,0
6854,0,0,0,0,0,0,0,0,0,0,0,153,2,0,0
6669,1,1,0,0,1,0,8,0,1,0,0,357,1,12,0
8616,0,0,0,0,0,0,0,0,0,0,0,124,2,0,0
6953,1,1,0,0,1,0,2,0,1,0,0,25,4,1,2
4952,0,0,0,0,0,0,0,0,1,0,0,282,2,0,0
6815,0,0,0,0,1,0,2,0,1,0,0,1786,2,5,0
6434,0,1,0,0,1,0,3,0,1,0,0,230,2,1,0
4658,0,0,0,0,0,0,4,0,1,0,0,247,1,0,0
7835,1,1,0,0,1,0,2,0,1,0,0,25,4,1,2
3374,0,0,0,0,0,0,0,0,0,0,0,323,2,0,0
5664,0,1,0,0,1,0,4,0,1,0,0,145,3,2,0
6980,0,0,0,0,1,0,0,0,1,1,0,0,4,2,0
11057,0,0,0,0,0,0,2,0,0,0,0,991,2,3,0
8725,0,0,1,0,1,0,2,0,0,0,0,130,2,6,0
6075,0,0,0,0,0,0,0,0,1,1,0,0,2,0,0
4090,1,0,0,0,1,0,2,0,1,0,0,25,4,0,2
8521,0,0,0,0,0,0,1,0,0,0,0,540,2,1,0
8601,0,0,0,0,1,0,1,0,0,0,0,559,2,0,3
777,0,1,0,0,1,0,5,0,1,0,0,70,1,1,0
7243,0,0,0,0,0,0,0,0,1,0,0,228,2,1,0
10335,0,1,0,0,1,0,10,0,1,0,0,238,1,2,1
9659,0,0,0,0,0,0,2,0,0,0,0,250,3,0,0
2713,0,0,0,0,0,0,1,0,1,0,0,122,2,0,0
3827,0,0,0,0,1,0,1,0,0,0,0,249,4,0,2
8210,0,0,0,0,0,0,1,0,1,0,0,201,2,0,0
4115,0,0,0,0,0,0,0,0,0,0,0,168,1,0,0
7045,0,0,0,0,1,0,2,0,1,0,0,204,2,0,0
9255,0,0,0,0,0,0,1,0,0,0,0,2809,2,0,0
6427,0,0,0,0,1,0,1,0,0,0,0,-1,2,6,0
3840,0,1,0,0,0,0,2,0,1,0,0,428,3,2,0
9091,0,0,0,0,0,0,1,0,1,0,0,1000,1,0,0
10870,0,0,0,0,1,0,1,0,0,0,0,2508,2,0,0
5592,0,1,0,0,1,0,1,0,0,0,0,58,3,4,0
7181,0,0,0,0,0,0,1,0,1,0,0,981,2,0,0
1437,0,0,0,0,1,0,2,0,1,1,0,0,8,0,0
7160,0,1,0,0,0,0,2,0,1,0,0,723,1,1,0
1206,1,0,0,0,1,0,2,0,1,0,0,360,2,0,14
2389,0,1,0,0,0,0,1,0,0,0,0,144,2,1,0
5396,0,0,0,0,0,0,2,0,1,0,0,35,1,0,0
10898,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0
4963,0,0,0,0,0,0,0,0,0,0,0,232,2,0,0
3000,0,0,0,0,0,0,0,0,0,0,0,26,2,0,0
9311,0,0,0,0,1,0,2,0,1,0,0,952,3,0,0
6857,0,0,0,0,1,0,4,0,1,0,0,668,2,6,0
888,0,0,0,0,1,0,2,0,1,0,0,36,1,0,0
1039,0,0,1,0,0,0,0,0,1,0,0,374,2,0,0
2959,1,0,0,0,1,0,2,0,1,0,0,25,5,0,2
3588,0,1,0,0,0,0,0,0,1,1,0,0,2,1,0
5269,0,0,0,0,0,0,0,0,1,0,0,193,2,0,0
10580,0,0,0,0,1,0,3,0,0,0,0,1302,2,2,0
1192,0,0,0,0,0,0,1,0,0,0,0,209,2,0,0
1425,0,1,0,0,0,0,0,0,0,0,0,232,2,1,0
6106,0,0,0,0,1,0,4,0,1,0,0,239,4,0,0
9804,0,0,0,0,0,0,2,0,1,0,0,137,3,0,0
9110,0,0,0,0,1,0,3,0,0,0,0,76,3,3,0
5867,0,1,0,0,1,0,4,0,1,0,0,47,2,1,0
5677,0,0,0,0,0,0,1,0,1,0,1,255,3,0,0
9126,0,0,0,0,1,0,6,0,0,0,0,0,4,0,1
10700,0,0,1,0,0,0,0,0,0,0,0,570,2,0,0
9156,0,0,0,0,0,0,0,0,0,0,0,3534,2,0,0
1132,0,0,0,0,0,0,2,0,1,0,0,234,1,0,0
11361,1,1,0,0,1,0,2,0,1,0,0,25,4,1,2
934,0,0,0,0,1,0,2,0,0,0,0,1,2,5,0
1551,0,1,0,0,1,0,3,0,0,0,0,3407,2,3,0
2816,1,1,0,0,1,0,5,0,1,0,0,125,3,1,0
4026,0,0,0,0,0,0,1,0,1,0,0,43,1,0,0
1999,0,1,0,0,0,0,0,0,1,0,0,176,2,1,0
2688,1,0,0,0,1,0,6,0,1,0,0,149,2,17,0
4087,0,0,0,0,0,0,0,0,0,0,0,496,2,0,0
4587,0,0,0,0,0,0,2,0,0,0,0,251,1,0,0
2789,0,1,0,0,0,0,2,0,1,0,0,303,4,1,0
7958,1,1,0,0,1,0,2,0,1,0,0,25,4,1,2
4218,0,1,0,0,0,0,0,0,1,1,0,0,2,1,0
816,0,0,0,0,0,0,1,0,1,0,1,118,2,0,0
3997,0,0,0,0,0,0,0,0,0,0,0,115,2,0,0
10623,1,1,0,0,1,0,2,0,1,0,0,25,4,1,2
22,0,0,1,0,0,0,0,0,0,0,0,373,2,0,0
7159,0,0,0,0,0,0,0,0,0,0,0,42,2,0,0
665,0,0,0,0,0,0,0,0,0,0,0,194,2,0,0
6689,0,0,0,0,0,0,1,0,0,0,0,1407,3,0,0
10748,0,0,0,0,0,0,0,0,1,0,1,284,2,0,0
9523,0,0,0,0,0,0,3,0,0,0,0,146,3,0,0
10011,0,0,0,0,0,0,0,0,0,0,0,550,2,0,0
7256,0,0,0,0,0,0,2,0,1,0,0,107,2,0,1
4099,0,0,0,0,1,0,2,0,1,0,0,146,2,1,0
3726,0,1,1,1,1,0,7,0,1,0,0,140,3,1,0
5070,0,0,1,0,0,0,0,0,1,0,0,374,2,0,0
11178,0,1,0,1,1,0,4,0,1,0,0,447,3,1,0
4418,0,1,0,0,1,0,3,0,0,0,0,892,3,4,0
11192,0,1,1,0,0,0,0,0,0,0,0,372,2,1,0
2256,0,0,0,0,0,0,3,0,1,0,0,0,2,0,0
10747,0,0,0,0,0,0,3,0,0,0,0,211,3,0,1
9610,1,0,0,0,1,0,2,0,1,0,0,15,5,0,2
8383,0,1,0,0,0,0,2,0,1,0,0,160,2,1,0
126,1,1,0,0,1,0,7,0,1,0,0,223,6,4,0
9831,0,0,0,0,0,0,0,0,1,0,0,948,2,0,0
67,0,0,0,0,0,0,0,0,0,1,0,-1,2,0,0
4623,0,1,0,1,1,0,7,0,1,0,0,140,3,1,5
3759,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
3813,0,1,1,0,1,0,2,0,1,0,0,3473,2,1,0
344,0,0,0,0,0,0,2,0,0,0,0,984,2,0,0
10112,0,0,1,0,0,0,0,0,1,0,0,374,2,0,0
4542,0,0,1,0,0,0,0,0,0,0,0,371,2,0,0
2041,0,0,0,0,0,0,0,0,0,0,0,54,2,0,0
8439,1,0,1,0,1,0,0,0,1,0,0,373,2,0,0
5522,0,0,0,0,0,0,2,0,1,0,0,1048,2,0,0
4512,0,0,0,0,1,0,3,0,1,0,0,345,4,0,0
1976,0,0,0,0,0,0,2,0,1,0,0,1480,1,0,0
10624,0,1,0,0,0,0,0,0,0,0,0,-1,2,1,0
9765,0,0,0,0,0,0,2,0,1,0,0,59,3,0,0
11273,0,0,0,0,1,0,4,0,1,1,0,0,3,0,0
10841,1,0,0,0,0,0,2,0,1,1,1,0,4,0,0
11255,0,0,0,0,0,0,1,0,1,0,0,259,3,0,0
3016,0,1,0,0,1,0,2,1,0,0,0,154,4,1,0
2249,0,0,0,0,0,0,0,0,0,0,0,258,2,0,0
6051,0,0,0,0,0,0,3,0,1,0,0,294,3,0,0
6691,0,0,0,0,0,0,0,0,0,0,0,221,2,0,0
9832,0,0,0,0,0,0,0,0,0,0,0,220,2,0,0
11264,0,1,0,0,0,0,1,0,0,0,0,363,2,1,0
3529,0,0,0,0,0,0,2,0,0,0,0,308,1,0,0
8276,0,0,0,0,0,0,0,0,1,0,0,1359,2,0,0
11249,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
5779,0,0,0,0,1,0,2,0,1,0,0,276,3,4,0
6791,0,1,0,0,1,0,5,0,1,0,0,644,3,1,0
3219,0,0,0,0,0,0,0,0,0,0,0,31,2,0,0
639,0,0,0,0,0,0,2,0,1,0,0,119,2,1,0
441,0,1,0,0,1,0,5,0,1,0,0,136,3,1,0
3968,0,0,0,0,0,0,1,0,0,0,0,244,2,0,0
7366,0,1,0,0,1,0,5,0,1,0,0,136,3,1,0
2119,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
4806,0,0,1,0,0,0,3,0,0,0,0,173,2,0,0
11405,0,0,0,0,0,0,0,0,0,0,0,983,2,0,0
363,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0
6245,0,0,0,0,0,0,1,0,1,0,0,361,4,0,0
2708,0,0,0,0,1,0,0,0,1,0,0,0,2,2,0
3543,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0
1413,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0
5171,0,0,0,0,1,0,4,0,1,0,0,462,3,4,0
7334,0,0,0,0,0,0,1,0,1,1,0,0,2,2,0
2386,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
769,0,0,0,0,1,0,2,0,1,0,0,911,2,3,0
4298,0,0,0,0,0,0,0,0,0,0,0,215,2,0,0
3909,0,1,0,0,1,0,3,0,1,0,0,350,3,1,0
3513,0,0,0,0,0,0,0,0,0,0,0,123,3,0,0
1991,0,0,0,0,0,0,2,0,0,0,0,903,2,0,2
10795,1,1,0,0,1,0,4,0,1,0,0,80,4,1,0
9177,0,0,0,0,0,0,0,0,0,0,0,253,2,0,0
11403,0,0,0,0,1,0,2,0,1,0,0,987,2,8,0
1364,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
4697,0,0,0,0,1,0,2,0,1,0,0,506,2,0,5
10679,0,0,0,0,0,0,0,0,0,0,0,178,2,0,0
10928,0,0,0,0,0,0,2,0,0,0,0,900,2,0,1
7289,0,0,0,0,0,0,0,0,0,0,0,112,2,0,0
1208,0,0,0,0,0,0,3,0,1,0,0,378,2,0,0
2145,0,0,0,0,0,0,1,0,1,0,0,148,2,0,0
10589,0,1,0,0,0,0,0,0,1,0,0,84,2,1,0
5178,0,0,1,0,0,0,0,0,1,0,0,374,2,0,0
2484,0,0,0,0,1,0,2,0,1,0,0,2382,6,0,0
3192,0,1,0,0,1,0,5,0,1,0,0,132,3,3,0
9423,0,1,0,0,0,0,3,0,1,0,0,162,3,1,0
11111,0,0,0,0,0,0,0,0,1,0,0,952,2,0,0
4860,0,1,0,0,1,0,4,0,1,0,0,401,2,1,0
3124,0,1,0,1,1,0,3,0,1,0,0,0,3,1,0
2429,0,1,1,0,1,0,3,0,1,0,0,285,3,1,0
96,0,0,0,0,0,0,1,0,1,0,0,2597,2,0,0
5770,0,0,0,0,1,0,1,0,0,0,0,1418,2,4,0
7986,0,1,0,0,0,0,2,0,1,0,0,188,3,1,0
7143,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0
1994,1,0,0,0,1,0,3,0,1,0,0,77,1,0,0
7352,0,1,0,0,0,0,0,0,0,0,0,373,2,1,0
2625,0,0,0,0,0,0,1,1,1,0,0,211,1,0,0
9076,0,0,1,0,1,0,3,0,0,0,0,2890,3,0,2
4345,0,0,0,0,1,0,4,0,1,0,0,757,3,0,0
8197,0,0,0,0,1,0,2,0,0,0,0,989,2,5,0
8557,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0
11055,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0
3162,0,0,1,0,1,0,2,0,0,0,0,70,3,0,2
11200,0,0,0,0,1,0,2,0,0,0,0,986,2,6,0
655,0,0,1,0,0,0,1,0,0,0,0,3437,2,2,0
6629,0,0,0,0,1,0,6,0,1,0,0,248,3,1,8
5732,0,0,0,0,0,0,0,0,1,0,0,138,2,0,0
10466,0,0,0,0,0,0,0,0,0,0,0,3346,2,0,0
8315,0,0,0,0,0,0,0,0,0,0,0,586,2,0,0
9228,1,1,0,0,0,0,0,0,1,0,0,1767,3,1,0
4544,0,0,0,0,0,0,0,0,0,0,0,345,2,0,0
8790,0,0,0,0,0,0,0,0,1,1,0,0,2,1,0
5122,1,0,1,0,1,0,2,0,1,0,0,218,5,2,0
3499,0,0,0,0,0,0,2,0,0,0,0,35,1,0,2
7651,0,0,0,0,0,0,2,0,0,0,0,294,2,0,0
9251,0,0,0,0,0,0,1,0,1,0,0,265,1,0,0
9547,0,0,0,0,0,0,4,0,0,0,0,-1,2,2,0
669,1,1,0,0,1,0,2,0,1,0,0,14,4,1,2
5771,0,1,0,0,1,0,1,0,0,0,0,182,3,1,0
2244,0,0,0,0,0,0,1,0,1,0,0,160,1,0,0
8076,1,1,0,0,1,0,2,0,1,0,0,25,4,1,0
10754,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
871,0,0,1,0,0,0,0,0,1,0,0,374,2,0,0
7421,0,0,0,0,0,0,1,0,0,0,0,179,1,0,0
517,1,0,0,0,1,0,2,0,1,0,0,25,4,0,1
9464,1,0,0,0,1,0,3,0,1,0,0,77,1,0,0
9229,0,1,0,0,1,0,2,0,1,0,0,187,3,1,0
5266,0,0,0,0,0,0,4,0,0,0,0,497,2,0,0
10771,1,1,0,0,1,0,3,0,1,0,0,172,3,1,0
2604,1,1,1,0,0,0,2,0,1,0,0,228,5,1,0
2588,0,0,0,0,0,0,1,0,0,0,0,204,2,0,0
4899,0,0,0,0,0,0,0,0,0,0,0,222,2,0,0
6572,1,0,0,0,1,0,4,0,1,0,0,1103,3,0,1
1637,0,0,0,0,1,0,6,0,0,0,0,74,3,0,2
10992,0,1,0,0,0,0,1,0,0,0,0,153,1,1,0
274,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0
8542,1,1,0,0,1,0,0,0,1,0,0,274,8,1,0
8910,0,1,0,0,1,0,2,0,1,0,0,222,2,2,0
7259,0,0,0,0,0,0,0,0,0,0,0,1452,2,0,0
6231,0,1,0,1,1,0,6,0,1,0,0,86,4,1,0
418,0,0,0,0,0,0,1,0,1,0,0,81,2,0,0
638,1,1,0,0,1,0,8,0,1,0,0,0,3,1,0
3560,0,1,0,0,1,0,7,0,1,0,0,240,3,1,0
830,0,0,0,0,1,0,1,0,1,0,0,1048,4,1,0
4434,1,0,0,0,1,0,6,0,1,0,0,253,3,0,0
4131,0,0,0,0,0,0,2,0,1,0,0,26,3,0,0
821,0,0,0,0,0,0,1,0,0,0,0,73,1,0,0
681,1,0,0,0,1,0,3,0,1,0,0,77,1,0,0
1510,0,0,0,0,1,0,3,0,1,0,0,2691,2,5,0
9798,1,0,0,0,1,0,2,0,1,0,0,0,3,0,0
857,0,0,1,0,0,0,0,0,0,0,0,372,2,0,0
216,1,1,0,0,1,0,2,0,1,0,0,25,4,1,2
696,0,0,0,0,1,0,2,0,0,0,0,3334,2,8,0
6098,0,0,0,0,0,0,1,0,1,0,1,241,3,0,0
2680,0,1,1,0,0,0,1,0,1,0,0,199,2,1,0
5149,0,1,0,0,1,0,5,0,1,0,0,257,1,2,0
8609,0,0,0,0,1,0,1,0,1,0,0,1346,2,5,0
11085,0,1,0,0,0,0,0,0,0,0,0,1122,2,1,0
5398,0,0,0,0,1,0,1,0,0,0,0,360,3,2,0
3289,0,0,0,0,1,0,2,0,0,0,0,333,2,3,0
8159,0,0,1,0,0,0,0,0,1,0,0,374,2,0,0
1487,0,0,0,0,0,0,0,0,0,0,0,251,2,0,0
9104,0,0,0,0,1,0,2,0,0,0,0,514,2,0,0
8584,0,0,0,0,1,0,1,0,0,0,0,1496,2,0,5
11235,0,0,0,0,0,0,0,0,0,0,0,386,2,0,0
401,0,0,0,0,0,0,0,0,0,0,0,89,2,2,0
8059,0,0,0,0,1,0,4,0,1,0,0,360,1,8,0
5028,0,0,1,0,0,0,0,0,1,0,0,374,2,0,0
11172,0,0,0,0,0,0,2,0,0,0,0,1946,1,0,0
8102,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0
5473,1,0,0,0,1,0,5,0,0,0,0,356,2,3,0
9079,0,0,0,0,0,0,0,0,0,0,0,467,2,0,0
7302,0,0,0,0,1,0,4,0,1,1,0,0,4,0,0
3692,0,0,0,0,0,0,0,0,0,0,0,174,2,0,0
8503,0,0,1,0,0,0,0,0,0,0,0,372,2,0,0
6207,0,0,1,0,1,0,1,0,1,0,0,217,5,2,0
6838,1,1,0,0,1,0,4,0,1,0,0,182,2,1,0
5459,1,1,0,0,1,0,2,0,1,0,0,14,4,1,2
3902,0,1,1,0,1,0,5,0,1,0,0,381,2,1,3
4792,0,0,0,0,1,0,5,0,1,0,0,265,1,0,1
829,0,1,0,0,1,0,7,0,1,0,0,336,2,1,0
8530,0,0,1,0,0,0,0,0,0,0,0,374,2,0,0
5864,0,0,0,0,0,0,1,0,0,0,0,151,3,2,0
5352,1,0,0,0,1,0,4,0,1,0,0,812,2,0,1
3143,0,0,0,0,1,0,5,0,0,0,0,0,3,6,0
10923,0,0,0,0,0,0,0,0,1,0,0,314,2,0,0
9760,0,0,1,0,0,0,0,0,1,1,0,0,2,0,0
4081,1,0,1,1,1,0,1,0,1,0,0,217,5,0,0
7603,0,0,0,0,0,0,2,0,0,0,0,297,2,1,0
9267,0,0,0,0,0,0,0,0,0,0,0,108,2,0,0
10801,0,0,1,0,0,0,0,0,0,0,0,12,2,0,0
2198,0,1,1,0,1,0,5,0,1,0,0,381,2,2,4
3332,0,0,0,0,0,0,0,0,0,0,0,210,2,0,0
5822,0,0,1,0,1,0,5,0,0,0,0,953,1,6,0
10472,1,0,0,0,1,0,1,0,1,1,0,1077,2,0,0
9014,0,0,0,0,0,0,0,0,1,1,0,0,2,3,0
5518,0,0,0,0,0,0,0,0,0,0,0,297,1,0,0
10015,0,0,0,0,0,0,0,0,0,0,0,-1,2,0,0
7947,0,0,1,0,1,0,2,0,0,0,0,129,2,0,0
11383,0,0,0,1,1,0,0,0,1,0,0,681,10,2,0
